lag time t,dr^2
0.008333333333333335,0.007227641870039872
0.016666666666666666,0.013764054365147684
0.025000000000000005,0.020517389458189546
0.03333333333333333,0.027379068193049496
0.04166666666666666,0.034301265384632476
0.05000000000000001,0.04128298410271732
0.05833333333333334,0.047954696227663594
0.06666666666666667,0.05445054448853411
0.07499999999999998,0.06068258439407413
0.08333333333333333,0.06648237647363418
0.09166666666666666,0.0719387184119054
0.10000000000000002,0.07718288044013501
0.10833333333333334,0.08197471160897593
0.11666666666666667,0.08657710698226301
0.125,0.09095234829860821
0.13333333333333333,0.09522417417809581
0.1416666666666667,0.09946026426755222
0.15,0.10372969149297177
0.1583333333333333,0.10821828455307571
0.16666666666666663,0.11293986451148096
0.175,0.11829617340690879
0.1833333333333333,0.12356142335528202
0.19166666666666668,0.12939510946629476
0.2,0.13534906777359973
0.20833333333333334,0.1415678065101537
0.21666666666666665,0.14769504544522566
0.225,0.15395438082804266
0.23333333333333334,0.16014185362366024
0.2416666666666667,0.1659936093170934
0.25,0.17144416127768103
0.25833333333333336,0.17654774124529587
0.2666666666666666,0.18146269572862447
0.275,0.18606473805933255
0.2833333333333333,0.19037204484830517
0.2916666666666667,0.19422516903620687
0.3,0.1979625151019555
0.30833333333333335,0.20206179177669956
0.31666666666666665,0.20622643966134727
0.32500000000000007,0.21036810876304232
0.33333333333333337,0.21458369793196763
0.34166666666666673,0.21902353115391868
0.3499999999999999,0.2238836505847083
0.35833333333333334,0.2293222384854151
0.3666666666666667,0.23500598818207563
0.375,0.24011468256380109
0.38333333333333336,0.24591655157948106
0.3916666666666667,0.2516314576216253
0.4000000000000001,0.25750453001926976
0.4083333333333333,0.2631567961005367
0.41666666666666674,0.2686225806219883
0.42500000000000004,0.27326049291846843
0.4333333333333333,0.2779273579768431
0.4416666666666667,0.28142645470484173
0.45,0.2857223429846175
0.45833333333333337,0.2899138896434824
0.4666666666666667,0.2937569984250981
0.475,0.2971365507442292
0.4833333333333334,0.3006864451058396
0.49166666666666664,0.30367913134216784
0.5,0.3069034252817424
0.5083333333333333,0.3102858346267871
0.5166666666666666,0.3137594549818428
0.525,0.3183255677548892
0.5333333333333333,0.3231525346151896
0.5416666666666666,0.32780834719970986
0.5499999999999999,0.33247903538113177
0.5583333333333332,0.3377467202254405
0.5666666666666668,0.3430896818738825
0.5750000000000001,0.3481090607800632
0.5833333333333333,0.3534781928528333
0.5916666666666666,0.35768983438883795
0.6000000000000001,0.36201893094084536
0.6083333333333333,0.36667869460283165
0.6166666666666668,0.37131444969539584
0.625,0.37523907005607376
0.6333333333333332,0.37918909315640026
0.6416666666666666,0.38252862063733295
0.65,0.38554778484062446
0.6583333333333334,0.3880004279677534
0.6666666666666665,0.39178886523996503
0.6750000000000002,0.3951230144251965
0.6833333333333335,0.39718838374427445
0.6916666666666667,0.40191922801524926
0.7,0.406657162397314
0.7083333333333334,0.41018810432064795
0.7166666666666667,0.415130525100622
0.725,0.4206409873282236
0.7333333333333334,0.4259813348974166
0.7416666666666668,0.429751155420985
0.7499999999999999,0.4350519362011043
0.7583333333333332,0.43979499651559745
0.7666666666666666,0.4443865273429115
0.775,0.44888868239425983
0.7833333333333332,0.45215826637498086
0.7916666666666667,0.455995575655532
0.7999999999999999,0.45903244897740586
0.8083333333333335,0.46250756115299957
0.8166666666666667,0.4667605218504188
