lag_frame[sec],NGP_[dimensionless]
0.008333333333333333,4.758610968429572
0.016666666666666666,2.677716673028834
0.025,1.9214773853209417
0.03333333333333333,1.5303059544232709
0.041666666666666664,1.3052751797772215
0.05,1.1606244010100797
0.058333333333333334,1.0367130602526293
0.06666666666666667,0.982597109850045
0.075,0.9157450170053165
0.08333333333333333,0.8562206543115245
0.09166666666666666,0.7999954216080531
0.1,0.7707434304683518
0.10833333333333334,0.7254863956225035
0.11666666666666667,0.6872227702795379
0.125,0.6689266056069358
0.13333333333333333,0.6383895243539557
0.14166666666666666,0.6268930996068613
0.15,0.6066652991365347
0.15833333333333333,0.5940499929567025
0.16666666666666666,0.5707567247703735
0.175,0.5567514235754392
0.18333333333333332,0.544555462281376
0.19166666666666665,0.5295982601571327
0.2,0.518718077929704
0.20833333333333334,0.5091998215047882
0.21666666666666667,0.4981016446038611
0.225,0.4937584752292099
0.23333333333333334,0.48443647459015793
0.24166666666666667,0.4737666269795586
0.25,0.46408130885874366
0.2583333333333333,0.45869523660356704
0.26666666666666666,0.45676604588912406
0.275,0.4514997809161405
0.2833333333333333,0.44407459151130557
0.2916666666666667,0.440822943874563
0.3,0.4383027170126017
0.30833333333333335,0.4379106935082193
0.31666666666666665,0.4321289151704917
0.325,0.4324768811751216
0.3333333333333333,0.42608349597885065
0.3416666666666667,0.42376407517361203
0.35,0.4177876798437872
0.35833333333333334,0.41321587082941247
0.36666666666666664,0.4080979600807466
0.375,0.4049847286299957
0.3833333333333333,0.3996976598891837
0.39166666666666666,0.3963636724315618
0.4,0.39356031407483894
0.4083333333333333,0.38818083743055865
0.4166666666666667,0.3835656942171446
0.425,0.37639700013511
0.43333333333333335,0.3726218245686057
0.44166666666666665,0.36841204775939795
0.45,0.3632686261566942
0.4583333333333333,0.3604879852264975
0.4666666666666667,0.3572701382684498
0.475,0.3545678843970299
0.48333333333333334,0.35205406314740495
0.49166666666666664,0.3500084969281676
0.5,0.3449554278454219
0.5083333333333333,0.34295944132484
0.5166666666666666,0.3395520271029515
0.525,0.33839809901865037
0.5333333333333333,0.33609709941038335
0.5416666666666666,0.3337854186294402
0.55,0.3293606141759253
0.5583333333333333,0.3276740519188073
0.5666666666666667,0.3258481318159132
0.575,0.3244907979677747
0.5833333333333334,0.3227195999810637
0.5916666666666667,0.3220681166800461
0.6,0.3221798223672194
0.6083333333333333,0.3197649963628957
0.6166666666666667,0.318792601831954
0.625,0.31826074491215683
0.6333333333333333,0.32005536331890494
0.6416666666666666,0.3179706533101381
0.65,0.3166658567544558
0.6583333333333333,0.3159733236415969
0.6666666666666666,0.3150533542406595
0.675,0.3125497878679291
0.6833333333333333,0.3120660175280303
0.6916666666666667,0.3108113777829886
0.7,0.31071553195970547
0.7083333333333334,0.3112798158466241
0.7166666666666667,0.30978550244845704
0.725,0.30990516845578586
0.7333333333333333,0.3086398888526951
0.7416666666666667,0.30653345209420624
0.75,0.3063880556926839
0.7583333333333333,0.30455059481215274
0.7666666666666666,0.3035441520831008
0.775,0.3030575950634624
0.7833333333333333,0.3024499121335309
0.7916666666666666,0.3021957838969911
0.8,0.30234200763040264
0.8083333333333333,0.3018513678375081
0.8166666666666667,0.30178935040744714
0.825,0.30249208337461053
0.8333333333333334,0.3021610249289304
0.8416666666666667,0.30275787424240086
0.85,0.30331915736124304
0.8583333333333333,0.30378409498010517
0.8666666666666667,0.30469895306182004
0.875,0.3051278912239117
0.8833333333333333,0.30570376872974303
0.8916666666666666,0.3062041936749704
0.9,0.30598827455758615
0.9083333333333333,0.3059152519540085
0.9166666666666666,0.30714891533082955
0.9249999999999999,0.3068360233762697
0.9333333333333333,0.3071077581003312
0.9416666666666667,0.30705004495781596
0.95,0.30735199504072575
0.9583333333333334,0.307810136522116
0.9666666666666667,0.30768736007029207
0.975,0.30727517687256745
0.9833333333333333,0.30759686140925346
0.9916666666666667,0.3076469228323857
1.0,0.30748294706021273
1.0083333333333333,0.30816537714918657
1.0166666666666666,0.308337120864155
1.025,0.3080512144376646
1.0333333333333332,0.3072764326790369
1.0416666666666667,0.30670534267683913
1.05,0.3064013182128307
1.0583333333333333,0.3063231797326815
