sample,volume_fraction
5,0.14152094635391738
4,0.28291511968930333
34,0.35369672170268396
3,0.42257672843809313
32,0.4952599257294451
2,0.5660415277428257
9,0.6249909813599398
8,0.8912143202759384
7,1.1147574096196895
6,1.4452124112582785
