sample,volume_fraction,dr^2
5,0.1415209463539173,0.3781851676294401
4,0.2829151196893033,0.3069034252817424
34,0.3536967217026839,0.2572658120839289
3,0.4225767284380931,0.2145153466045508
32,0.4952599257294451,0.2259284635422327
2,0.5660415277428257,0.1380586056745656
9,0.6249909813599398,0.1599631449344092
8,0.8912143202759384,0.0622168079613137
7,1.1147574096196895,0.0140199514781225
6,1.4452124112582785,0.0017664018058145
