lag_frame[sec],NGP_[dimensionless]
0.008333333333333333,15.136554755276215
0.016666666666666666,15.768043201957383
0.025,16.078285435980206
0.03333333333333333,14.73205983316039
0.041666666666666664,13.56864245857428
0.05,12.345770635183579
0.058333333333333334,11.857149470727606
0.06666666666666667,12.467586706303116
0.075,12.263611226914616
0.08333333333333333,12.434989178973183
0.09166666666666666,13.158398351431012
0.1,14.504337991503164
0.10833333333333334,15.291508737956885
0.11666666666666667,18.36745248643115
0.125,20.5083322305158
0.13333333333333333,24.856518634422752
0.14166666666666666,29.603070680140608
0.15,34.54571274126527
0.15833333333333333,39.861131167249866
0.16666666666666666,41.845826285415946
0.175,43.512897228846356
0.18333333333333332,41.06622304646159
0.19166666666666665,36.538323966272735
0.2,32.1021068259226
0.20833333333333334,27.321541334651002
0.21666666666666667,23.98045812161709
0.225,21.08987351593058
0.23333333333333334,19.773958321511973
0.24166666666666667,17.47882075114656
0.25,17.336817856494026
0.2583333333333333,17.583681503202474
0.26666666666666666,18.590454979860773
0.275,19.53758592306568
0.2833333333333333,21.695015824747635
0.2916666666666667,24.13980983998311
0.3,29.69470510912647
0.30833333333333335,34.42169999712471
0.31666666666666665,40.01990224528063
0.325,46.76763378090081
0.3333333333333333,54.75409828393832
0.3416666666666667,57.03014061443532
0.35,52.10221079193477
0.35833333333333334,50.25788476196912
0.36666666666666664,43.93801114196936
0.375,38.60708073999669
0.3833333333333333,32.1129829672541
0.39166666666666666,27.626534557635996
0.4,25.10327877885698
0.4083333333333333,22.625591616636857
0.4166666666666667,20.34012434336619
0.425,20.941236206742015
0.43333333333333335,21.318548524686392
0.44166666666666665,21.943777019853652
0.45,24.19136182478335
0.4583333333333333,27.249922112344905
0.4666666666666667,31.376545789146945
0.475,36.21285675645341
0.48333333333333334,43.05695801796198
0.49166666666666664,47.96930638360932
0.5,56.141285564213604
0.5083333333333333,60.685862327263585
0.5166666666666666,60.759904742589306
0.525,56.404163463903025
0.5333333333333333,49.116006516999406
0.5416666666666666,43.3635159528434
0.55,37.134684255658094
0.5583333333333333,32.632209703814254
0.5666666666666667,28.19276966129153
0.575,25.29579470376444
0.5833333333333334,23.249789439023317
0.5916666666666667,21.34151606230652
0.6,21.191311600224875
0.6083333333333333,21.87706137891394
0.6166666666666667,22.94158389201774
0.625,25.805105511708792
0.6333333333333333,29.072369649623273
0.6416666666666666,32.976150922933705
0.65,38.83171841903777
0.6583333333333333,45.910943579196406
0.6666666666666666,51.75980406760903
0.675,57.855498897185576
0.6833333333333333,59.22840941718105
0.6916666666666667,58.17003458391977
0.7,52.82817487989986
0.7083333333333334,47.60103352781198
0.7166666666666667,40.91901416786229
0.725,34.80614058266474
0.7333333333333333,30.23035154421953
0.7416666666666667,26.451863364308835
0.75,24.384660254879037
0.7583333333333333,23.040203527120454
0.7666666666666666,22.16060102610656
0.775,22.187183640005106
0.7833333333333333,22.868463026833417
0.7916666666666666,24.83127441704785
0.8,28.390021233793945
0.8083333333333333,31.776750190328002
0.8166666666666667,37.42103165786852
