lag_frame[sec],MSD_[px^2]
0.008333333333333333,0.274437298700571
0.016666666666666666,0.2969914989358094
0.025,0.3262108832203822
0.03333333333333333,0.3579214093956993
0.041666666666666664,0.39377593564299856
0.05,0.4313752370491592
0.058333333333333334,0.46411754237608716
0.06666666666666667,0.49407401347107255
0.075,0.5123562782176727
0.08333333333333333,0.5219326229978593
0.09166666666666666,0.5209007950522042
0.1,0.5088671161226391
0.10833333333333334,0.48802801569668885
0.11666666666666667,0.4631559660596638
0.125,0.4305940112299984
0.13333333333333333,0.39630953133332847
0.14166666666666666,0.36377232914872304
0.15,0.3358907936726644
0.15833333333333333,0.31664990915602426
0.16666666666666666,0.3063463398771088
0.175,0.3051350114202278
0.18333333333333332,0.31733023922258996
0.19166666666666665,0.3355562797686102
0.2,0.3632169220163477
0.20833333333333334,0.39541910105413924
0.21666666666666667,0.42875019699438666
0.225,0.4615096066621787
0.23333333333333334,0.4919955110031258
0.24166666666666667,0.5097846188535302
0.25,0.5241142133463169
0.2583333333333333,0.527685865231165
0.26666666666666666,0.5220762889283374
0.275,0.5046164703083019
0.2833333333333333,0.4802744914145393
0.2916666666666667,0.4522697429299578
0.3,0.4183761053284048
0.30833333333333335,0.383943787935206
0.31666666666666665,0.3550731991814419
0.325,0.3300297871258994
0.3333333333333333,0.3179014044637352
0.3416666666666667,0.3114148825126652
0.35,0.31312595171168156
0.35833333333333334,0.3286261765127049
0.36666666666666664,0.34894094014230037
0.375,0.38047445386506934
0.3833333333333333,0.4123299348796912
0.39166666666666666,0.44699230866135115
0.4,0.4768215393399541
0.4083333333333333,0.5001507113412346
0.4166666666666667,0.519314730476416
0.425,0.5278865830204343
0.43333333333333335,0.5266817410171492
0.44166666666666665,0.5157366137239723
0.45,0.4959991774502177
0.4583333333333333,0.4680919502587991
0.4666666666666667,0.4380038260795315
0.475,0.4062441546859223
0.48333333333333334,0.3748487836854789
0.49166666666666664,0.3487160132342175
0.5,0.3277926994240638
0.5083333333333333,0.3169136412631447
0.5166666666666666,0.3147182958160638
0.525,0.3241698031321023
0.5333333333333333,0.34158281187045253
0.5416666666666666,0.36635353647057706
0.55,0.39816014256987525
0.5583333333333333,0.42999345542629724
0.5666666666666667,0.4615966222678083
0.575,0.49223862828973736
0.5833333333333334,0.5125361949978334
0.5916666666666667,0.5235313450768911
0.6,0.5274601379710618
0.6083333333333333,0.5219531243627874
0.6166666666666667,0.5057857698872628
0.625,0.4823420543331543
0.6333333333333333,0.4537161256866291
0.6416666666666666,0.4209843955643783
0.65,0.38890587989415265
0.6583333333333333,0.36126411615331555
0.6666666666666666,0.33617459419950796
0.675,0.3213546934069813
0.6833333333333333,0.31543496720365416
0.6916666666666667,0.319276962231624
0.7,0.33139569475174574
0.7083333333333334,0.35463654173243037
0.7166666666666667,0.38418953654306
0.725,0.41586690527607867
0.7333333333333333,0.4472542685334065
0.7416666666666667,0.47567648093625337
0.75,0.50229389997985
0.7583333333333333,0.5207848613093832
0.7666666666666666,0.5301133975696534
0.775,0.5283165924941636
0.7833333333333333,0.5166103179447363
0.7916666666666666,0.49781087842434335
0.8,0.47405704406360094
0.8083333333333333,0.44173649631772566
0.8166666666666667,0.41041933251117013
0.825,0.38014301366926695
0.8333333333333334,0.35323734809214086
0.8416666666666667,0.3335364422035586
0.85,0.3229887151117967
0.8583333333333333,0.3212217192230627
0.8666666666666667,0.3306366627896689
0.875,0.3479180804141641
0.8833333333333333,0.3705953671614633
0.8916666666666666,0.4016138742918522
0.9,0.43461340291494743
0.9083333333333333,0.46606616914057164
0.9166666666666666,0.4926895592657375
0.9249999999999999,0.514961945159513
0.9333333333333333,0.5303238518148391
0.9416666666666667,0.5346226081921405
0.95,0.5269770250826441
0.9583333333333334,0.5132574796338473
0.9666666666666667,0.4925528424188768
0.975,0.46474228782138766
0.9833333333333333,0.4334214548451047
0.9916666666666667,0.4029705266360079
1.0,0.3736889211608223
1.0083333333333333,0.35065407641900237
1.0166666666666666,0.3350779197196999
1.025,0.3293141539317479
1.0333333333333332,0.33143676423291446
1.0416666666666667,0.34456618874426964
1.05,0.36777476372508455
1.0583333333333333,0.39488901968815726
1.0666666666666667,0.42537194382125154
1.075,0.458295874058918
1.0833333333333333,0.48854280686197066
1.0916666666666666,0.5134470158635009
1.1,0.5308185115516125
1.1083333333333334,0.5410473211679453
1.1166666666666667,0.5395207818483332
1.125,0.529010416638063
1.1333333333333333,0.5102942315796961
1.1416666666666666,0.4860365783999619
1.15,0.45869244750404153
1.1583333333333332,0.4280873779940711
1.1666666666666667,0.3969689797764941
1.175,0.3710502674903613
1.1833333333333333,0.3523090897783391
1.1916666666666667,0.34193484867647317
1.2,0.3390983917657001
1.2083333333333333,0.34779272854922283
1.2166666666666666,0.36590087369422875
1.225,0.3880702511599554
1.2333333333333334,0.41924640206718683
1.2416666666666667,0.451631622803933
1.25,0.48248943319713733
1.2583333333333333,0.5102915803159777
1.2666666666666666,0.5289940930391811
1.275,0.5425481800099694
1.2833333333333332,0.5446382070365737
1.2916666666666667,0.5422069954294171
1.3,0.5278390213879783
1.3083333333333333,0.5065810709309252
1.3166666666666667,0.4795848505944945
1.325,0.44773404955386614
1.3333333333333333,0.4188531285551237
1.3416666666666666,0.3898675841500291
1.35,0.36809982372850725
1.3583333333333334,0.3519926170287984
1.3666666666666667,0.3447814417663346
1.375,0.34674320440751194
1.3833333333333333,0.36000935388069055
1.3916666666666666,0.37850291353386145
1.4,0.4077508941740312
1.4083333333333332,0.43757687514646176
1.4166666666666667,0.4673784999232683
1.425,0.4955321080245148
1.4333333333333333,0.522561613190671
1.4416666666666667,0.5374067383024497
1.45,0.5481655772936285
1.4583333333333333,0.547606100762153
1.4666666666666666,0.5392535044502859
1.475,0.5197472759907524
1.4833333333333334,0.49583268449973483
1.4916666666666667,0.46779370823446126
